,ADH3_real_flux,ADH3_sim_flux,ALD5_real_flux,ALD5_sim_flux,ALD6_real_flux,ALD6_sim_flux,COX5A_real_flux,COX5A_sim_flux,CTP1_real_flux,CTP1_sim_flux,DAL7_real_flux,DAL7_sim_flux,FUM1_real_flux,FUM1_sim_flux,GND2_real_flux,GCV2_sim_flux,GCV2_real_flux,GLY1_sim_flux,GLY1_real_flux,GND2_sim_flux,GPD1_real_flux,GPD1_sim_flux,ICL1_real_flux,ICL1_sim_flux,IDP1_real_flux,IDP1_sim_flux,IDP2_real_flux,IDP2_sim_flux,LSC1_real_flux,LSC1_sim_flux,MAE1_real_flux,MAE1_sim_flux,MDH1_real_flux,MDH1_sim_flux,MDH3_real_flux,MDH3_sim_flux,OAC1_real_flux,OAC1_sim_flux,PCK1_real_flux,PCK1_sim_flux,PDA1_real_flux,PDA1_sim_flux,PGM1_real_flux,PGM1_sim_flux,PGM2_real_flux,PGM2_sim_flux,RPE1_real_flux,RPE1_sim_flux,SDH1_real_flux,SDH1_sim_flux,SER33_real_flux,SER33_sim_flux,SFC1_real_flux,SFC1_sim_flux,SOL3_real_flux,SOL3_sim_flux,SOL4_real_flux,SOL4_sim_flux,TAL1_real_flux,TAL1_sim_flux,ZWF1_real_flux,ZWF1_sim_flux
r_0534,14.4,14.95760041266905,16.2,16.316095568847793,4.7,5.224344419994404,13.3,14.182179187922547,13.9,14.560461793411239,14.3,15.13939432333316,9.1,10.891034033798261,15.5,16.47166452191281,16.0,14.359159937156507,13.1,16.252020139289623,16.4,16.7,15.7,16.330881034634974,15.0,15.417944692067287,13.4,14.413002266522621,17.8,16.69999999168562,12.5,13.508821061404465,10.0,11.618688413089318,14.4,14.938150977339351,11.7,13.009417279117084,13.4,14.531154986193771,8.0,9.966456021784,14.7,15.16764187859726,16.1,16.23931654753554,4.6,7.310942495590645,13.4,14.531154967243223,14.5,15.28457857895047,12.9,13.892195305288341,12.2,13.259646930235354,15.9,16.29417610888965,12.2,13.594667634082043,6.5,8.81144947751131
r_0962,-24.5210728,-23.148370843334714,-27.82518835,-25.886206813606336,-7.92152646,-8.543550688195552,-21.35787365,-21.607521757988525,-23.33285509,-22.23438766733194,-24.67282388,-23.436944996877212,-14.93827133,-15.07819694039607,-27.55341866,-26.090675319949277,-27.51864533,-21.821803417840172,-22.86753505,-25.787906554772512,-28.26898784,-26.691930353000473,-27.14446029,-25.947714650815612,-26.09305813,-23.999664286113983,-22.66328224,-22.007605443555978,-31.06065037,-26.691930357442015,-20.82975148,-20.100995792274322,-16.87885419,-16.354367921571583,-24.35051771,-22.99248196350369,-20.06035069,-19.243867523366145,-23.16295957,-22.416368104739266,-13.40648379,-12.862050966063341,-24.43659766,-23.47449059302477,-28.16198383,-25.7250674572363,-7.703642894,-7.8336387752520205,-23.16295957,-22.416367728402474,-24.28635968,-23.914637532877553,-22.16605619,-21.0245391542082,-21.93422092,-19.61540168737513,-27.46907074,-25.9430993624301,-21.80317018,-19.922801458093097,-11.19372211,-10.962395734693446
r_0961,21.21583653,0.8204931718236541,23.65924159,0.9317594562852204,6.899873498,0.1721797467425621,19.13027735,0.7553042995052502,20.04127464,0.894221954667688,21.66345522,0.779442392035994,12.84216975,0.5851962489317215,24.21818063,1.0478868120831841,24.2146548,0.6503761536255674,19.91448931,0.7953724636270506,24.88500397,0.8727404419235996,24.46044733,0.8174591579272762,22.13040994,0.7858375408716156,19.89211215,0.6191145687683558,27.13509385,0.932480864556227,16.87636761,0.9294925574139763,14.44997016,0.5127300659215452,20.60043597,0.9291365007455358,17.54642764,0.6694979480373077,20.49176794,0.705300676642468,11.08181926,0.0,20.59641787,0.929574707592794,23.43611318,0.9316134280903529,4.526834274,0.6864411385665093,20.49176794,0.7053000895163275,21.69322669,0.7749067821584448,19.0396632,0.7304460123425289,17.1263185,0.9080311836652863,24.31577166,0.8533151131215553,17.58916565,0.854328797661945,6.330973996,0.932480864556227
r_0718,0.114431673,0.07861537336032959,0.830951783,0.0,0.013873076,0.019376109122460516,0.229522342,0.12437778314236593,0.003148833,0.10463851507708621,0.045990352,0.10743286473629092,0.0,0.09274020443088604,0.039476262,0.2915399308313962,0.802838822,0.1754691355718227,0.084315378,0.09624996936168198,0.0,0.0,0.06208752,0.08074525146944382,0.0,0.0,0.0,0.2078161541710702,0.0,0.0,0.0,0.0,0.0,0.45559354176465716,0.150081744,0.0,0.0,0.18461376171011487,0.0,0.15948017744540866,0.021850137,0.1731565401826436,0.319347589,0.0,0.472587065,0.0,0.330425859,0.27786430750702656,0.0,0.1594806918392226,0.0,0.11061678772418114,0.108117337,0.14204381670573962,0.599415908,0.04104304539961795,0.0,0.055574366740883285,0.126441387,0.10334901008970303,1.060163102,0.06817979983501166
r_2131,0.900127714,0.36773360719071607,1.759542943,0.4063754455333628,0.267552182,0.02869295470616301,0.716232666,0.34467978732230364,0.901615948,0.3690785268637336,0.726847515,0.35321610892478744,0.609166852,0.2593234714022736,0.711584928,0.4073374367522725,1.484156135,0.29988377047331033,0.797984829,0.35884970296620616,0.809431311,0.3877980518365426,0.517056726,0.3666606449186141,0.854877875,0.0,0.615147664,0.34851602979815277,0.780838062,0.407337432866839,1.239645202,0.4073374367522725,0.615675353,0.28321847211973805,1.228119891,0.4028777587726961,0.650170113,0.314334779292655,0.709791332,0.3269963304418035,2.122313264,0.4073374367522725,1.460589758,0.4034621035165954,1.646044776,0.4061807185681071,1.607285788,0.2856173853878076,0.709791332,0.3269960363217042,0.57937889,0.35161217205400075,0.971053857,0.3358343176543222,1.687167153,0.3951135283401709,0.76715333,0.3793409056118417,0.933966208,0.39473946121276343,3.730573934,0.37324843983068395
r_0713,0.099106003,0.5112203992271152,0.224773983,0.5501028205176645,0.03963736,0.31305953476065146,0.038936826,0.4881665793587027,0.073472778,0.5125653189001327,0.055988254,0.4967029009611865,0.0,0.40281026343867266,0.066805982,0.7569052252005505,0.30978024,0.4433705625097094,0.054202743,0.5023364950026052,0.009015943,0.5213663176901502,0.063105348,0.5101474369550132,0.047136123,0.3233922946664516,0.033061682,0.4132170642070696,0.002913575,0.5508242336771494,0.469873398,0.5508242287886715,0.0,0.0,0.19226158,0.5474798649779805,0.058178487,0.4578215713290541,0.0,0.47048312247820256,0.462652892,0.5508242287886715,0.341371561,0.5479180718252383,0.44755597,0.5499567923227976,0.598306824,0.4291041774242067,0.0,0.4704828283581033,0.0,0.49509896409039983,0.113122769,0.4793211096907213,0.512437725,0.5263745478977311,0.046826242,0.5228276976482408,0.103065668,0.4852701374338991,2.351361748,0.5508242287886715
r_0300,-0.900127714,-0.5112203992271152,-1.759542943,-0.5501028205176645,-0.267552182,-0.1721797467425621,-0.716232666,-0.4881665793587027,-0.901615948,-0.5125653189001327,-0.726847515,-0.4967029009611865,-0.609166852,-0.40281026343867266,-0.711584928,-0.7569052252005505,-1.484156135,-0.4433705625097094,-0.797984829,-0.5023364950026052,-0.809431311,-0.5213663176901502,-0.517056726,-0.5101474369550132,-0.854877875,-0.5365558600716884,-0.615147664,-0.4132170642070696,-0.780838062,-0.5508242265679,-1.239645202,-0.5508242287886715,-0.615675353,-0.3717788102362387,-1.228119891,-0.5474798649779805,-0.701203873,-0.4578215713290541,-0.709791332,-0.47048312247820256,-2.122313264,-0.5508242287886715,-1.460589758,-0.5479180718252383,-1.646044776,-0.5499567923227976,-1.607285788,-0.4291041774242067,-0.709791332,-0.4704828283581033,-0.57937889,-0.49509896409039983,-0.971053857,-0.4793211096907213,-1.687167153,-0.5263745478977311,-0.76715333,-0.5228276976482408,-0.933966208,-0.4852701374338991,-3.800584705,-0.5508242287886715
r_1022,-0.520051086,-0.0,-1.340507283,-0.0,-0.131794223,-0.0,-0.452896764,-1.3825905580135923e-06,-0.516408669,-0.0,-0.381919877,-1.1942298749182456e-06,-0.39631321,-2.8069883965885196e-06,-0.370469536,-6.710503601818395e-07,-1.112619062,-1.791442200594203e-06,-0.479794652,-1.0699201697385093e-06,-0.439777656,-0.0,-0.125192869,-0.0,-0.454220826,-0.0,-0.233435514,-1.587622319949253e-06,-0.37196639,-0.0,-0.841083151,-0.0,-0.328227571,-2.5368806552482243e-06,-0.833787466,-0.0,-0.3541743,-2.052177144272054e-06,-0.409691967,-1.772796530424167e-06,-1.963662273,-0.0,-1.071165895,-0.0,-1.210503731,-0.0,-1.413750641,-4.248709954887875e-06,-0.409691967,-1.7727965001352167e-06,-0.262030654,-1.2296265318060097e-06,-0.632686637,-1.5550127225598449e-06,-1.310960316,-1.6569482108037897e-06,-0.385569271,-0.0,-0.548266852,-1.9842328068035494e-06,-3.571549469,-0.0
r_0454,0.213537676,-0.0,1.055725766,-0.0,0.052519502,-0.0,0.268459168,-0.0,0.076621611,-0.0,0.101978606,-0.0,0.101358877,-0.0,0.107294456,-0.0,1.112619062,-0.0,0.138518121,-0.0,0.009015943,-0.0,0.125192869,-0.0,0.047136123,-0.0,0.033061682,-0.0,0.002913575,-0.0,0.469873398,-0.0,0.0,-0.0,0.343324251,-0.0,0.058178487,-0.0,0.0,-0.0,0.769504809,-0.0,0.680740943,-0.0,0.920143035,-0.0,0.941713699,-0.0,0.0,-0.0,0.0,-0.0,0.222241192,-0.0,1.111853633,-0.0,0.046826242,-0.0,0.229507055,-0.0,3.521541776,-0.0
r_0366,24.60076628,23.37642093301505,28.06725264,26.153721596865637,8.000801181,8.543550688195552,21.50952234,21.80195986988475,23.55852148,22.418243950032764,24.62683353,23.64382904090896,15.06091557,15.035289215527188,27.11310651,26.259686930765493,27.73379817,21.94388682998478,22.84545246,26.003004362575453,28.18684259,26.977723136017445,27.12512156,26.174200353109118,25.6656192,24.24227821115105,22.80454579,22.178429528649808,30.42160629,26.977723136017445,20.73011097,20.092810029432798,17.04495723,16.47253631529303,24.5800545,23.193549462446764,19.9695106,19.39406270157534,23.33605442,22.585023357008463,13.49958437,12.705524302193929,24.62280033,23.686658920675352,27.77750622,25.988925154514398,7.625756798,7.504697761581969,23.33605442,22.585022982634108,24.32420855,24.119182742805442,22.36226913,21.20758447158203,21.10426044,19.642648741644088,27.57966038,26.188072984016816,21.05727225,19.990321931894194,11.26373288,10.56127168217753
