;ADH3 (YMR083W);ALD5 (YER073W);ALD6 (YPL061W);COX5A (YNL052W);CTP1 (YBR291C);DAL7 (YIR031C);FUM1 (YPL262W);GCV2 (YMR189W);GLY1 (YEL046C);GND2 (YGR256W);GPD1 (YDL022W);ICL1 (YER065C);IDP1 (YDL066W);IDP2 (YLR174W);LSC1 (YOR142W);MAE1 (YKL029C);MDH1 (YKL085W);MDH3 (YDL078C);OAC1 (YKL120W);PCK1 (YKR097W);PDA1 (YER178W);PGM1 (YKL127W);PGM2 (YMR105C);RPE1 (YJL121C);SDH1 (YKL148C);SER33 (YIL074C);SFC1 (YJR095W);SOL3 (YHR163W);SOL4 (YGR248W);TAL1 (YLR354C);ZWF1 (YNL241C)
r_0504;8.423056137406622;9.475938154582456;0.0;7.779628238021376;0.0;8.36456269200797;0.0;0.0;7.662641347224069;9.066484036791858;9.59292504537977;0.0;8.871348131909064;0.0;0.0;0.0;0.0;0.0;6.843733111642874;0.0;4.832443465499041;8.598536473602602;9.41744470918379;0.0;7.838121683420037;8.481549582805275;7.578441300342083;7.136200338636151;9.300457818386489;0.0;3.833007909494817
r_0505;8.4230670496181;9.475950430820369;3.56044494796433e-06;7.779638316661144;1.0526819518645545e-05;8.364573528440202;0.0;9.72609828146555;7.662651274305344;9.066495782575046;9.592937473176177;1.189734168080311e-05;8.871359483447389;1.0152237605065033e-05;1.3488705854668506e-05;9.283640718810602e-06;0.0;1.091221147797583e-05;6.8437419778147;1.0154419014188604e-05;4.832443465499041;8.598547613151819;9.417456909642457;3.484442650740223e-06;7.838131837839051;8.481560570795999;7.5784510734583135;7.1362095837042085;9.300469867286662;9.245068057694194e-06;3.8330128345351215
r_0506;0.0;0.0;2.735827839107225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.18347092758916;0.0;0.0;0.0;7.165974293311674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0507;0.0;0.0;2.735827839107225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.18347092758916;0.0;0.0;0.0;7.165974293311674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0508;0.0;0.0;2.735827839107225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.18347092758916;0.0;0.0;0.0;7.165974293311674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0509;8.423056137406622;9.475938154582456;0.0;7.779628238021376;0.0;8.36456269200797;0.0;0.0;7.662641347224069;9.066484036791858;9.59292504537977;0.0;8.871348131909064;0.0;0.0;0.0;0.0;0.0;6.843733111642874;0.0;4.832443465499041;8.598536473602602;9.41744470918379;0.0;7.838121683420037;8.481549582805275;7.578441300342083;7.136200338636151;9.300457818386489;0.0;3.833007909494817
r_0510;0.7072477064136024;0.7956536697153059;0.23076133818993813;0.6532218399514437;0.6822694900522144;0.7023362640079543;0.43912985908139074;0.7756007822263913;0.6433989551401477;0.7612735728757565;0.805476554526605;0.7710964576870516;0.7357215776157573;0.6579918997782774;0.8742367482057025;0.6016959640879121;0.4897007996439309;0.707247706413596;0.5746387614610474;0.6581332823570989;0.3888661130487508;0.721982033630557;0.7907422273096517;0.2258354393011007;0.6581332823570959;0.7121591488192508;0.633420095653089;0.599195973489296;0.7809193424983578;0.5991959734893049;0.31920417473502316
r_0511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0512;0.396113276649007;0.44562743623013473;0.12924415161110517;0.36585462357164755;0.3821235485268333;0.39336249000561224;0.24594659802745586;0.43439627224405797;0.36035305028485803;0.42637192972636395;0.45112900951692597;0.4318735030131529;0.4120608411564434;0.36852622506386074;0.48964002252446676;0.33699615809282485;0.27427022606865487;0.3961132766490034;0.32184203727731564;0.36860541021504634;0.21779502262171116;0.4043656365791972;0.44287664958673645;0.1264852682218701;0.36860541021504467;0.398864063292402;0.35476411914687955;0.3355959704942942;0.43737507629994815;0.33559597049429923;0.17877896305313545
r_0514;0.06736926561189552;0.07579042381338277;0.021981296997494786;0.06222300226654157;0.06498995200323794;0.06690142348959088;0.041829553982699885;0.0738802750899932;0.061287318021932304;0.07251552895724903;0.07672610805799235;0.07345121320185827;0.07008155972698603;0.06267737691427026;0.08327589777025969;0.05731487688775701;0.04664671647910077;0.06736926561189491;0.054737528309664676;0.06269084438884695;0.037041653468616785;0.06877279197881045;0.07532258169107753;0.021512077815007455;0.06269084438884662;0.0678371077342002;0.06033677632460187;0.05707673892118868;0.07438689744646845;0.057076738921189536;0.030405967579870387
r_0518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0520;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0521;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0522;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0525;0.0013503861703943422;0.0015191844416936413;0.00044060506231058584;0.0012472316712669803;0.0013026939154323863;0.0013410084886554964;0.000838454311457236;0.0014808963826501975;0.001228476307789289;0.0014535406695216954;0.0015379398051713386;0.001472296032999385;0.0014047528675787844;0.001256339403626798;0.0016692273495152276;0.001148850538952812;0.0009350121343249597;0.00135038617039433;0.0010971887634453944;0.0012566093530058397;0.0007424830316649244;0.0013785192156108997;0.0015098067599547834;0.0004311997780291026;0.001256609353005834;0.0013597638521331886;0.0012094231334552712;0.0011440771721396394;0.001491051396477096;0.0011440771721396566;0.0006094737376811436
r_0526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0528;0.004624049613774571;0.005202055815496414;0.0;0.00427082360161118;0.0044607397710260555;0.004591938158123372;0.0;0.0;0.0;0.004977275625937932;0.005266278726798832;0.0;0.0;0.0;0.0;0.003933942754596048;0.0;0.004624049613774529;0.0;0.004302935057262473;0.0;0.004720383980728238;0.005169944359845174;0.0;0.0043029350572624065;0.004656161069425773;0.004141358002437752;0.00391759758944786;0.005105721448542789;0.0;0.0
r_0529;0.0;0.0;0.0015087385466998867;0.0;0.0;0.0;0.0028710708240808416;0.0050709482193779555;0.004206600690308782;0.0;0.0;0.0050414985372403825;0.00481021436473948;0.004302010685146313;0.005715839105915786;0.0;0.0032017082175369873;0.0;0.0037570403111918094;0.0;0.0025424418963071686;0.0;0.0;0.0014765325732511714;0.0;0.0;0.0;0.0;0.0;0.003917597589447919;0.002086985829029373
r_0530;1.3640264347417596e-06;1.5345297390844861e-06;4.4505561849554125e-07;1.2598299709767476e-06;1.3158524398306932e-06;1.3545540289449457e-06;8.469235469265009e-07;1.4958549319698966e-06;1.24088515938312e-06;1.468222898506763e-06;1.5534745506781198e-06;1.4871677101003888e-06;1.4189422904836206e-06;1.2690297006331292e-06;1.6860882318335632e-06;1.1604550898513253e-06;9.44456701338343e-07;1.3640264347417473e-06;1.108271478227671e-06;1.2693023767735755e-06;7.499828602676004e-07;1.3924436521322218e-06;1.52505733328766e-06;4.3555533134252786e-07;1.2693023767735698e-06;1.3734988405385743e-06;1.221639528742698e-06;1.1556335072117569e-06;1.5061125216940362e-06;1.1556335072117742e-06;6.156300380617612e-07
r_0531;1.3640264347417596e-06;1.5345297390844861e-06;4.4505561849554125e-07;1.2598299709767476e-06;1.3158524398306932e-06;1.3545540289449457e-06;8.469235469265009e-07;1.4958549319698966e-06;1.24088515938312e-06;1.468222898506763e-06;1.5534745506781198e-06;1.4871677101003888e-06;1.4189422904836206e-06;1.2690297006331292e-06;1.6860882318335632e-06;1.1604550898513253e-06;9.44456701338343e-07;1.3640264347417473e-06;1.108271478227671e-06;1.2693023767735755e-06;7.499828602676004e-07;1.3924436521322218e-06;1.52505733328766e-06;4.3555533134252786e-07;1.2693023767735698e-06;1.3734988405385743e-06;1.221639528742698e-06;1.1556335072117569e-06;1.5061125216940362e-06;1.1556335072117742e-06;6.156300380617612e-07
r_0532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0534;14.4;16.2;4.7;13.3;13.9;14.3;9.1;16.0;13.1;15.5;16.4;15.7;15.0;13.4;17.8;12.5;10.0;14.4;11.7;13.4;8.0;14.7;16.1;4.6;13.4;14.5;12.9;12.2;15.9;12.2;6.5
r_0535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0536;0.09043495262337867;0.10173932170130143;0.029507187506254386;0.08352672707575837;0.08724101676077496;0.0898069321190499;0.056151031161227015;0.09917518198960414;0.08227068606710086;0.09734317817099837;0.10299536270995933;0.09859921917965578;0.09407587385906405;0.08413666915197647;0.11178764977056524;0.07693817245714286;0.06261747929873215;0.09043495262337785;0.07347839900649458;0.08415474758008806;0.049723863635741904;0.09231901413636631;0.10111130119697186;0.0288773184680096;0.08415474758008767;0.09106297312770747;0.08099470075564089;0.07661850152813948;0.0998552601883146;0.07661850152814063;0.04081627152349476
r_0537;0.09043495262337867;0.10173932170130143;0.029507187506254386;0.08352672707575837;0.08724101676077496;0.0898069321190499;0.056151031161227015;0.09917518198960414;0.08227068606710086;0.09734317817099837;0.10299536270995933;0.09859921917965578;0.09407587385906405;0.08413666915197647;0.11178764977056524;0.07693817245714286;0.06261747929873215;0.09043495262337785;0.07347839900649458;0.08415474758008806;0.049723863635741904;0.09231901413636631;0.10111130119697186;0.0288773184680096;0.08415474758008767;0.09106297312770747;0.08099470075564089;0.07661850152813948;0.0998552601883146;0.07661850152814063;0.04081627152349476
r_0538;0.09043495262337867;0.10173932170130143;0.029507187506254386;0.08352672707575837;0.08724101676077496;0.0898069321190499;0.056151031161227015;0.09917518198960414;0.08227068606710086;0.09734317817099837;0.10299536270995933;0.09859921917965578;0.09407587385906405;0.08413666915197647;0.11178764977056524;0.07693817245714286;0.06261747929873215;0.09043495262337785;0.07347839900649458;0.08415474758008806;0.049723863635741904;0.09231901413636631;0.10111130119697186;0.0288773184680096;0.08415474758008767;0.09106297312770747;0.08099470075564089;0.07661850152813948;0.0998552601883146;0.07661850152814063;0.04081627152349476
r_0539;0.09043495262337867;0.10173932170130143;0.029507187506254386;0.08352672707575837;0.08724101676077496;0.0898069321190499;0.056151031161227015;0.09917518198960414;0.08227068606710086;0.09734317817099837;0.10299536270995933;0.09859921917965578;0.09407587385906405;0.08413666915197647;0.11178764977056524;0.07693817245714286;0.06261747929873215;0.09043495262337785;0.07347839900649458;0.08415474758008806;0.049723863635741904;0.09231901413636631;0.10111130119697186;0.0288773184680096;0.08415474758008767;0.09106297312770747;0.08099470075564089;0.07661850152813948;0.0998552601883146;0.07661850152814063;0.04081627152349476
r_0540;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0542;0.39038436562309164;0.43918241132597996;0.1273749180134239;0.3605633376935452;0.3765969682795444;0.3876733630840435;0.24238951913036458;0.4281136815297844;0.35514133261544895;0.4202053935526356;0.4446044164040779;0.4256273986307313;0.4061012835364122;0.3631963003212016;0.4825584519507658;0.3321222467154493;0.2703035079230338;0.39038436562308815;0.3171872970687595;0.36327434023259736;0.21464509460858724;0.3985173732402419;0.4364714087869283;0.12465593583023149;0.3632743402325957;0.39309536816214;0.34963323312616024;0.33074230976400487;0.4310494037088332;0.3307423097640098;0.17619331689327605
r_0543;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0545;0.39038436562309164;0.43918241132597996;0.1273749180134239;0.3605633376935452;0.3765969682795444;0.3876733630840435;0.24238951913036458;0.4281136815297844;0.35514133261544895;0.4202053935526356;0.4446044164040779;0.4256273986307313;0.4061012835364122;0.3631963003212016;0.4825584519507658;0.3321222467154493;0.2703035079230338;0.39038436562308815;0.3171872970687595;0.36327434023259736;0.21464509460858724;0.3985173732402419;0.4364714087869283;0.12465593583023149;0.3632743402325957;0.39309536816214;0.34963323312616024;0.33074230976400487;0.4310494037088332;0.3307423097640098;0.17619331689327605
r_0546;0.5930786938257171;0.6672135305539346;0.19351018292186134;0.5477740713806899;0.5721326408383854;0.5889600917852624;0.36824235820364265;0.650397724420511;0.5395368672997806;0.6383833162707405;0.6754507346348465;0.6466205203516491;0.6169561079022782;0.5517741138352846;0.7331111632012334;0.5045658730673562;0.4106497737419116;0.5930786938257118;0.48187643873339137;0.5518926734211507;0.3260925476443527;0.6054344999470901;0.6630949285134746;0.18937945806773113;0.5518926734211482;0.5971972958661722;0.5311688670973252;0.5024694489356719;0.6548577244325671;0.5024694489356795;0.26767594054925375
r_0547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0548;0.5149199791150144;0.5792849765043936;0.16800849598206682;0.4755858140437223;0.4967342960360866;0.5113441459267172;0.319713638964754;0.5646852368186357;0.4684341476671278;0.5542541441863031;0.5864366428809903;0.5614058105628968;0.5356507146575665;0.47905871198900607;0.63649830751717;0.4380717964188753;0.3565324047552245;0.5149199791150094;0.4183724830309458;0.4791616472320248;0.28311852975101914;0.5256474786799139;0.5757091433160918;0.16442213758180427;0.4791616472320226;0.5184958123033119;0.4611689221003684;0.43625164897243823;0.5685574769394988;0.4362516489724448;0.23240033936831483
r_0549;0.07815871471070276;0.08792855404954097;0.025501686939794512;0.07218825733696765;0.07539834480229884;0.07761594585854532;0.04852871923888863;0.08571248760187528;0.07110271963265279;0.08412917208443745;0.08901409175385618;0.08521470978875223;0.08130539324471169;0.07271540184627856;0.09661285568406337;0.06649407664848095;0.054117368986687064;0.07815871471070235;0.06350395570244555;0.07273102618912586;0.04297401789333351;0.07978702126717624;0.08738578519738284;0.02495732048592685;0.07273102618912555;0.07870148356286023;0.06999994499695678;0.06621779996323368;0.0863002474930682;0.06621779996323467;0.03527560118093892
r_0550;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0551;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0557;1.3640264347417596e-06;1.5345297390844861e-06;4.4505561849554125e-07;1.2598299709767476e-06;1.3158524398306932e-06;1.3545540289449457e-06;8.469235469265009e-07;1.4958549319698966e-06;1.24088515938312e-06;1.468222898506763e-06;1.5534745506781198e-06;1.4871677101003888e-06;1.4189422904836206e-06;1.2690297006331292e-06;1.6860882318335632e-06;1.1604550898513253e-06;9.44456701338343e-07;1.3640264347417473e-06;1.108271478227671e-06;1.2693023767735755e-06;7.499828602676004e-07;1.3924436521322218e-06;1.52505733328766e-06;4.3555533134252786e-07;1.2693023767735698e-06;1.3734988405385743e-06;1.221639528742698e-06;1.1556335072117569e-06;1.5061125216940362e-06;1.1556335072117742e-06;6.156300380617612e-07
r_0558;0.05606557854719055;0.06307377586558963;0.018293121087022232;0.05178279129705726;0.05408548283436099;0.05567623425172411;0.03481109854931997;0.06148412526875866;0.051004102706124384;0.06034836579732348;0.06385246445652276;0.06112705438825628;0.05832278496574826;0.05216092778512351;0.06930328459305495;0.04769818555815902;0.03882000379510992;0.05606557854719005;0.045553282569591964;0.05217213559252428;0.03082654550557918;0.057233611433590716;0.06268443157012268;0.017902630784171925;0.05217213559252404;0.056454922842657025;0.050213049549911126;0.047500004046924844;0.06190574297918998;0.04750000404692556;0.02530424145445257
r_0559;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03082654550557918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0560;0.05606557854719055;0.06307377586558963;0.018293121087022232;0.05178279129705726;0.05408548283436099;0.05567623425172411;0.03481109854931997;0.06148412526875866;0.051004102706124384;0.06034836579732348;0.06385246445652276;0.06112705438825628;0.05832278496574826;0.05216092778512351;0.06930328459305495;0.04769818555815902;0.03882000379510992;0.05606557854719005;0.045553282569591964;0.05217213559252428;0.0;0.057233611433590716;0.06268443157012268;0.017902630784171925;0.05217213559252404;0.056454922842657025;0.050213049549911126;0.047500004046924844;0.06190574297918998;0.04750000404692556;0.02530424145445257
r_0561;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0562;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0563;0.09043495262337867;0.10173932170130143;0.029507187506254386;0.08352672707575837;0.08724101676077496;0.0898069321190499;0.056151031161227015;0.09917518198960414;0.08227068606710086;0.09734317817099837;0.10299536270995933;0.09859921917965578;0.09407587385906405;0.08413666915197647;0.11178764977056524;0.07693817245714286;0.06261747929873215;0.09043495262337785;0.07347839900649458;0.08415474758008806;0.049723863635741904;0.09231901413636631;0.10111130119697186;0.0288773184680096;0.08415474758008767;0.09106297312770747;0.08099470075564089;0.07661850152813948;0.0998552601883146;0.07661850152814063;0.04081627152349476
r_0564;0.09043495262337867;0.10173932170130143;0.029507187506254386;0.08352672707575837;0.08724101676077496;0.0898069321190499;0.056151031161227015;0.09917518198960414;0.08227068606710086;0.09734317817099837;0.10299536270995933;0.09859921917965578;0.09407587385906405;0.08413666915197647;0.11178764977056524;0.07693817245714286;0.06261747929873215;0.09043495262337785;0.07347839900649458;0.08415474758008806;0.049723863635741904;0.09231901413636631;0.10111130119697186;0.0288773184680096;0.08415474758008767;0.09106297312770747;0.08099470075564089;0.07661850152813948;0.0998552601883146;0.07661850152814063;0.04081627152349476
r_0565;0.06736926561189552;0.07579042381338277;0.021981296997494786;0.06222300226654157;0.06498995200323794;0.06690142348959088;0.041829553982699885;0.0738802750899932;0.061287318021932304;0.07251552895724903;0.07672610805799235;0.07345121320185827;0.07008155972698603;0.06267737691427026;0.08327589777025969;0.05731487688775701;0.04664671647910077;0.06736926561189491;0.054737528309664676;0.06269084438884695;0.037041653468616785;0.06877279197881045;0.07532258169107753;0.021512077815007455;0.06269084438884662;0.0678371077342002;0.06033677632460187;0.05707673892118868;0.07438689744646845;0.057076738921189536;0.030405967579870387
r_0566;0.03873835074666598;0.043580644589999405;0.012639579565273373;0.03577917117573964;0.03737020929119169;0.03846933442203646;0.02405262873271263;0.042482280067945064;0.035241138526480614;0.04169753031759207;0.04411867723925861;0.04223556296685105;0.04029796104973483;0.03604044349798087;0.0478849057840732;0.03295692455177764;0.026822570318008946;0.03873835074666563;0.03147490998166586;0.03604818750036955;0.021299513231599853;0.039545399720555104;0.04331162826536955;0.012369771410127793;0.03604818750036939;0.03900736707129551;0.03469456261629263;0.0328199916048139;0.04277359561611063;0.03281999160481439;0.017483893080954018
r_0567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0569;11.708564992700541;13.1721356167881;3.820279799422015;10.814160722424724;11.295047823232252;11.627255513584544;7.269850775819887;12.84015781844934;10.651541764192837;12.602969262976343;13.33475457501994;12.765588221208358;12.179953119577279;10.893129597113143;14.473087282643629;9.961144076512676;8.107059141134908;11.708564992700556;9.513209056569169;10.895470201540727;7.73123024404279;11.952493430048465;13.090826137672018;3.7387309916077482;10.895470201540713;11.789874471816539;10.486340627734258;9.91975645214901;12.928207179440264;9.919756452149054;5.284460864183704
r_0570;0.22545992939841333;0.25364242057317643;0.07356324318111732;0.20823729590278772;0.21749724977961005;0.22389423544423448;0.13998799307146184;0.24724986170525348;0.20510590799443318;0.24268256289408452;0.2567738084814972;0.24581395080244875;0.23453697119396258;0.20975791921761627;0.27869352383970286;0.19181162180152717;0.15610924816422453;0.22545992939847628;0.1831861926362556;0.2098029898568868;0.12396466697361125;0.23015701126082952;0.25207672661906877;0.07199294071760813;0.20980298985692003;0.22702562335258067;0.201924797705918;0.1910146624070534;0.24894533871069358;0.1910146624069538;0.10175748899123249
r_0571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0596;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0597;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
r_0598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
